#Results for evolved program
#Output
#X    Expected     Actual
814 8.11153e+08 8.05358e+08
815 8.14144e+08 8.08327e+08
816 8.17142e+08 8.11304e+08
817 8.20147e+08 8.14287e+08
818 8.23159e+08 8.17279e+08
819 8.26179e+08 8.20277e+08
820 8.29207e+08 8.23283e+08
821 8.32242e+08 8.26296e+08
822 8.35284e+08 8.29316e+08
823 8.38333e+08 8.32344e+08
824 8.4139e+08 8.35379e+08
825 8.44455e+08 8.38422e+08
826 8.47526e+08 8.41472e+08
827 8.50606e+08 8.44529e+08
828 8.53692e+08 8.47594e+08
829 8.56787e+08 8.50666e+08
830 8.59888e+08 8.53746e+08
831 8.62997e+08 8.56833e+08
832 8.66114e+08 8.59927e+08
833 8.69238e+08 8.63029e+08
834 8.7237e+08 8.66138e+08
835 8.75509e+08 8.69255e+08
836 8.78655e+08 8.72379e+08
837 8.81809e+08 8.75511e+08
838 8.84971e+08 8.7865e+08
839 8.8814e+08 8.81797e+08
840 8.91317e+08 8.84951e+08
841 8.94502e+08 8.88113e+08
842 8.97693e+08 8.91282e+08
843 9.00893e+08 8.94459e+08
844 9.041e+08 8.97643e+08
845 9.07315e+08 9.00835e+08
846 9.10537e+08 9.04034e+08
847 9.13767e+08 9.07241e+08
848 9.17005e+08 9.10456e+08
849 9.2025e+08 9.13678e+08
850 9.23503e+08 9.16908e+08
851 9.26763e+08 9.20145e+08
852 9.30031e+08 9.2339e+08
853 9.33307e+08 9.26642e+08
854 9.36591e+08 9.29903e+08
855 9.39882e+08 9.3317e+08
856 9.43181e+08 9.36446e+08
857 9.46488e+08 9.39729e+08
858 9.49802e+08 9.4302e+08
859 9.53124e+08 9.46318e+08
860 9.56454e+08 9.49624e+08
861 9.59792e+08 9.52938e+08
862 9.63137e+08 9.5626e+08
863 9.6649e+08 9.59589e+08
864 9.69851e+08 9.62926e+08
865 9.7322e+08 9.66271e+08
866 9.76596e+08 9.69623e+08
867 9.7998e+08 9.72983e+08
868 9.83372e+08 9.76351e+08
869 9.86772e+08 9.79727e+08
870 9.9018e+08 9.8311e+08
871 9.93595e+08 9.86502e+08
872 9.97019e+08 9.89901e+08
873 1.00045e+09 9.93307e+08
874 1.00389e+09 9.96722e+08
875 1.00734e+09 1.00014e+09
876 1.01079e+09 1.00357e+09
877 1.01425e+09 1.00701e+09
878 1.01772e+09 1.01046e+09
879 1.0212e+09 1.01391e+09
880 1.02469e+09 1.01737e+09
881 1.02818e+09 1.02084e+09
882 1.03169e+09 1.02432e+09
883 1.0352e+09 1.02781e+09
884 1.03871e+09 1.0313e+09
885 1.04224e+09 1.0348e+09
886 1.04578e+09 1.03831e+09
887 1.04932e+09 1.04183e+09
888 1.05287e+09 1.04535e+09
889 1.05643e+09 1.04888e+09
890 1.05999e+09 1.05243e+09
891 1.06357e+09 1.05597e+09
892 1.06715e+09 1.05953e+09
893 1.07074e+09 1.0631e+09
894 1.07434e+09 1.06667e+09
895 1.07794e+09 1.07025e+09
896 1.08156e+09 1.07384e+09
897 1.08518e+09 1.07743e+09
898 1.08881e+09 1.08104e+09
899 1.09245e+09 1.08465e+09
900 1.0961e+09 1.08827e+09
901 1.09975e+09 1.0919e+09
902 1.10341e+09 1.09554e+09
903 1.10708e+09 1.09918e+09
904 1.11076e+09 1.10284e+09
905 1.11445e+09 1.1065e+09
906 1.11815e+09 1.11017e+09
907 1.12185e+09 1.11384e+09
908 1.12556e+09 1.11753e+09
909 1.12928e+09 1.12122e+09
910 1.13301e+09 1.12492e+09
911 1.13675e+09 1.12863e+09
912 1.14049e+09 1.13235e+09
913 1.14424e+09 1.13608e+09
914 1.148e+09 1.13981e+09
915 1.15177e+09 1.14356e+09
916 1.15555e+09 1.14731e+09
917 1.15934e+09 1.15106e+09
918 1.16313e+09 1.15483e+09
919 1.16693e+09 1.15861e+09
920 1.17074e+09 1.16239e+09
921 1.17456e+09 1.16618e+09
922 1.17839e+09 1.16998e+09
923 1.18223e+09 1.17379e+09
924 1.18607e+09 1.17761e+09
925 1.18992e+09 1.18143e+09
926 1.19378e+09 1.18526e+09
927 1.19765e+09 1.18911e+09
928 1.20153e+09 1.19295e+09
929 1.20541e+09 1.19681e+09
930 1.20931e+09 1.20068e+09
931 1.21321e+09 1.20455e+09
932 1.21712e+09 1.20844e+09
933 1.22104e+09 1.21233e+09
934 1.22497e+09 1.21623e+09
935 1.2289e+09 1.22013e+09
936 1.23285e+09 1.22405e+09
937 1.2368e+09 1.22798e+09
938 1.24076e+09 1.23191e+09
939 1.24473e+09 1.23585e+09
940 1.24871e+09 1.2398e+09
941 1.25269e+09 1.24376e+09
942 1.25669e+09 1.24772e+09
943 1.26069e+09 1.2517e+09
944 1.2647e+09 1.25568e+09
945 1.26872e+09 1.25967e+09
946 1.27275e+09 1.26367e+09
947 1.27679e+09 1.26768e+09
948 1.28084e+09 1.2717e+09
949 1.28489e+09 1.27573e+09
950 1.28895e+09 1.27976e+09
951 1.29303e+09 1.2838e+09
952 1.29711e+09 1.28785e+09
953 1.30119e+09 1.29191e+09
954 1.30529e+09 1.29598e+09
955 1.3094e+09 1.30006e+09
956 1.31351e+09 1.30414e+09
957 1.31764e+09 1.30824e+09
958 1.32177e+09 1.31234e+09
959 1.32591e+09 1.31645e+09
960 1.33006e+09 1.32057e+09
961 1.33421e+09 1.3247e+09
962 1.33838e+09 1.32884e+09
963 1.34256e+09 1.33298e+09
964 1.34674e+09 1.33713e+09
965 1.35093e+09 1.3413e+09
966 1.35513e+09 1.34547e+09
967 1.35934e+09 1.34965e+09
968 1.36356e+09 1.35384e+09
969 1.36779e+09 1.35803e+09
970 1.37202e+09 1.36224e+09
971 1.37627e+09 1.36645e+09
972 1.38052e+09 1.37068e+09
973 1.38478e+09 1.37491e+09
974 1.38906e+09 1.37915e+09
975 1.39333e+09 1.3834e+09
976 1.39762e+09 1.38766e+09
977 1.40192e+09 1.39192e+09
978 1.40623e+09 1.3962e+09
979 1.41054e+09 1.40048e+09
980 1.41487e+09 1.40478e+09
981 1.4192e+09 1.40908e+09
982 1.42354e+09 1.41339e+09
983 1.42789e+09 1.41771e+09
984 1.43225e+09 1.42204e+09
985 1.43662e+09 1.42637e+09
986 1.44099e+09 1.43072e+09
987 1.44538e+09 1.43507e+09
988 1.44977e+09 1.43944e+09
989 1.45418e+09 1.44381e+09
990 1.45859e+09 1.44819e+09
991 1.46301e+09 1.45258e+09
992 1.46744e+09 1.45698e+09
993 1.47188e+09 1.46139e+09
994 1.47633e+09 1.4658e+09
995 1.48078e+09 1.47023e+09
996 1.48525e+09 1.47466e+09
997 1.48973e+09 1.4791e+09
998 1.49421e+09 1.48356e+09
999 1.4987e+09 1.48802e+09
